user_id,total_actions,unique_resources,avg_resource_risk,avg_action_risk,avg_time_risk,failed_actions,night_accesses,weekend_accesses,username,email,department,job_title,privilege_level,systems_access,last_login,days_inactive,is_active,hire_date,privilege_risk,risk_score_raw,risk_score,actual_label,anomaly,anomaly_score,insider_threat_flag
USR00028,14,7,2.0,2.357142857142857,0.7857142857142857,0,1,2,paul.singh,paul.singh@company.com,HR,Officer,admin,GCP|Salesforce|EMAIL|VPN|ServiceNow|ADMIN_SYS,2026-03-23,28,True,2023-11-27,4,3.246428571428572,0.4413863404689093,NORMAL,1,0.5089716744942536,NORMAL
USR00057,16,9,2.125,3.0625,0.5625,1,1,0,zainab.jo,zainab.jo@company.com,Sales,Architect,admin,GCP|ADMIN_SYS|AD|SIEM,2026-04-06,14,True,2024-06-15,4,2.809375,0.3166411824668705,NORMAL,1,0.5080632702574722,NORMAL
USR00087,4,3,2.0,3.25,0.5,0,0,0,aditya.taylor,aditya.taylor@company.com,Marketing,Manager,power-user,SIEM|VPN|ServiceNow,2026-03-23,28,True,2023-04-29,2,3.1125000000000003,0.4031600407747196,NORMAL,1,0.5077744309525632,NORMAL
USR00044,14,7,2.5,2.7142857142857144,0.5714285714285714,1,0,1,pooja.mishra,pooja.mishra@company.com,Finance,Developer,admin,EMAIL|SIEM|ADMIN_SYS|Salesforce|Azure_AD,2026-02-20,59,True,2023-11-18,4,5.067857142857143,0.9612640163098878,HIGH_RISK,1,0.5065094882660888,NORMAL
USR00005,15,9,2.2666666666666666,3.066666666666667,0.5333333333333333,2,0,1,george.lim,george.lim@company.com,Engineering,Administrator,user,GCP,2026-02-22,57,True,2025-05-25,1,4.640000000000001,0.8391437308868501,HIGH_RISK,1,0.5052416423761925,NORMAL
USR00030,13,7,2.5384615384615383,2.923076923076923,0.9230769230769231,2,2,1,yuki.meyer,yuki.meyer@company.com,Marketing,Manager,service-account,EMAIL|AWS_IAM,2026-03-27,24,True,2025-04-07,5,3.7,0.5708460754332314,NORMAL,1,0.5030129929475735,NORMAL
USR00077,16,9,2.375,2.625,0.5625,2,1,2,neha.taylor,neha.taylor@company.com,Finance,Architect,power-user,AD|EMAIL|PROD_DB,2026-04-09,11,True,2023-08-29,2,2.4125,0.2033639143730886,NORMAL,1,0.5012840276779345,NORMAL
USR00064,4,4,2.25,3.25,0.5,0,0,0,zainab.pillai,zainab.pillai@company.com,HR,Director,user,VPN,2026-02-21,58,True,2023-08-19,1,4.525,0.8063200815494393,NORMAL,1,0.5009455160220952,NORMAL
USR00025,8,5,1.75,2.5,0.5,0,0,1,diya.romano,diya.romano@company.com,Marketing,Coordinator,power-user,EMAIL|ADMIN_SYS,2026-04-07,13,True,2022-06-12,2,2.1125000000000003,0.11773700305810392,NORMAL,1,0.49890990456475737,NORMAL
USR00086,11,7,2.090909090909091,2.6363636363636362,0.9090909090909091,0,2,1,ryan.colombo,ryan.colombo@company.com,Engineering,Analyst,service-account,GCP|VPN,2026-03-02,49,True,2024-11-18,5,4.5636363636363635,0.8173477898248538,NORMAL,1,0.4984292840000815,NORMAL
USR00056,15,7,2.0,2.533333333333333,0.5333333333333333,0,0,2,william.kumar,william.kumar@company.com,Compliance,Manager,user,Azure_AD|VPN,2026-02-21,58,True,2023-09-13,1,4.29,0.7392456676860346,NORMAL,1,0.497703602895235,NORMAL
USR00013,11,7,2.090909090909091,4.0,0.18181818181818182,1,0,0,jonathan.jackson,jonathan.jackson@company.com,Sales,Administrator,user,EMAIL,2026-03-17,34,True,2022-05-30,1,3.5090909090909093,0.516356222778241,NORMAL,1,0.49746186110806645,NORMAL
USR00020,11,9,2.090909090909091,3.0,1.0909090909090908,1,0,3,karan.white,karan.white@company.com,IT,Specialist,user,GCP,2026-03-26,25,True,2023-12-14,1,2.990909090909091,0.3684551941432675,NORMAL,1,0.4955771367844551,NORMAL
USR00098,13,8,1.7692307692307692,2.769230769230769,0.7692307692307693,0,2,0,jason.white,jason.white@company.com,Compliance,Lead,power-user,Okta|Azure_AD|AWS_IAM,2026-02-27,52,True,2023-04-03,2,4.188461538461539,0.7102642515486552,NORMAL,1,0.4950388901520247,NORMAL
USR00018,18,8,2.3333333333333335,2.888888888888889,0.7777777777777778,1,4,1,meera.burke,meera.burke@company.com,Operations,Executive,power-user,EMAIL|ServiceNow|ADMIN_SYS|Azure_AD,2026-02-20,59,True,2025-10-04,2,4.811111111111112,0.887982784007249,HIGH_RISK,1,0.49477082676536066,NORMAL
USR00094,14,9,2.5714285714285716,2.857142857142857,0.2857142857142857,0,0,2,donald.schulz,donald.schulz@company.com,Sales,Officer,user,VPN,2026-03-23,28,True,2024-01-04,1,2.9642857142857144,0.3608562691131498,NORMAL,1,0.4935912345061663,NORMAL
USR00041,12,8,2.25,2.4166666666666665,0.9166666666666666,0,1,3,matthew.huang,matthew.huang@company.com,Operations,Lead,power-user,Salesforce|EMAIL,2026-04-13,7,True,2025-10-08,2,2.0,0.08562691131498462,NORMAL,1,0.49190793186719617,NORMAL
USR00048,19,9,2.0526315789473686,2.263157894736842,0.7894736842105263,1,1,1,xiulan.colombo,xiulan.colombo@company.com,Compliance,Administrator,user,GCP|Azure_AD,2026-03-17,34,True,2023-10-28,1,3.186842105263158,0.4243789902891785,NORMAL,1,0.4895864755769708,NORMAL
USR00000,13,8,1.9230769230769231,3.3076923076923075,0.8461538461538461,0,1,2,pooja.murphy,pooja.murphy@company.com,Executive,Developer,user,AD,2026-02-20,59,True,2024-12-21,1,4.576923076923077,0.8211401238924172,HIGH_RISK,1,0.4886685350011341,NORMAL
USR00021,5,4,2.4,3.6,0.4,0,0,1,rohan.harris,rohan.harris@company.com,Marketing,Executive,user,Azure_AD,2026-03-18,33,True,2022-12-22,1,3.38,0.47951070336391416,NORMAL,1,0.4886308988359891,NORMAL
USR00062,13,6,1.6153846153846154,2.8461538461538463,1.0769230769230769,0,2,1,nisha.jones,nisha.jones@company.com,Marketing,Coordinator,power-user,GCP|ServiceNow|PROD_DB,2026-03-15,36,True,2023-10-20,2,3.430769230769231,0.49400141143260395,NORMAL,1,0.4884017841718813,NORMAL
USR00083,9,6,2.0,3.3333333333333335,0.3333333333333333,0,1,0,ryan.thomas,ryan.thomas@company.com,Marketing,Executive,service-account,VPN|SIEM,2026-04-03,17,True,2025-02-21,5,3.0000000000000004,0.37104994903160043,NORMAL,1,0.4879821008585488,NORMAL
USR00091,9,8,2.2222222222222223,3.888888888888889,0.8888888888888888,1,0,1,steven.thompson,steven.thompson@company.com,Support,Lead,power-user,AD|PROD_DB,2026-03-25,26,True,2023-02-06,2,3.405555555555556,0.4868048476611167,NORMAL,1,0.48712526392411737,NORMAL
USR00004,7,5,2.5714285714285716,3.0,1.2857142857142858,0,1,1,diya.anderson,diya.anderson@company.com,Marketing,Administrator,user,ServiceNow|AWS_IAM,2026-04-06,14,True,2022-10-18,1,2.5,0.22833843017329242,NORMAL,1,0.48403500288075424,NORMAL
USR00008,14,8,2.2857142857142856,2.7142857142857144,0.7142857142857143,1,2,2,thomas.iyer,thomas.iyer@company.com,Sales,Administrator,user,AD|AWS_IAM,2026-02-22,57,True,2022-04-27,1,4.492857142857143,0.7971457696228337,NORMAL,1,0.4839801389094282,NORMAL
USR00080,12,8,2.3333333333333335,3.0,0.5833333333333334,2,1,0,david.rodriguez,david.rodriguez@company.com,HR,Developer,service-account,Okta,2026-03-08,43,True,2023-04-22,5,4.550000000000001,0.8134556574923548,NORMAL,1,0.48392896989414846,NORMAL
USR00029,6,5,1.8333333333333333,3.0,0.8333333333333334,0,1,1,zainab.wagner,zainab.wagner@company.com,Support,Engineer,user,ADMIN_SYS,2026-03-16,35,True,2023-12-12,1,3.275,0.4495412844036695,NORMAL,1,0.4836512981344013,NORMAL
USR00033,9,5,2.4444444444444446,2.5555555555555554,0.6666666666666666,1,0,0,michael.sharma,michael.sharma@company.com,Legal,Officer,power-user,AWS_IAM|EMAIL|Azure_AD|GCP,2026-03-25,26,True,2023-06-10,2,3.0833333333333335,0.39483520217465157,NORMAL,1,0.4835991596105945,NORMAL
USR00081,10,6,2.2,4.0,0.8,0,2,1,isha.ghosh,isha.ghosh@company.com,IT,Manager,power-user,AWS_IAM|VPN|Azure_AD,2026-03-07,44,True,2025-12-26,2,4.21,0.7164118246687052,NORMAL,1,0.48328599109366943,NORMAL
USR00075,12,9,2.3333333333333335,2.5,1.0,1,4,0,timothy.huang,timothy.huang@company.com,Sales,Manager,user,ADMIN_SYS,2026-03-30,21,True,2023-12-15,1,2.7083333333333335,0.2878015630309207,NORMAL,1,0.4829583991195605,NORMAL
USR00079,17,7,1.8235294117647058,2.4705882352941178,0.7058823529411765,0,2,0,varun.weber,varun.weber@company.com,Engineering,Engineer,user,AWS_IAM,2026-02-27,52,True,2025-02-10,1,3.9647058823529413,0.646399232475865,NORMAL,1,0.4816134087473799,NORMAL
USR00003,9,6,2.7777777777777777,2.3333333333333335,1.1111111111111112,1,2,1,sanjana.li,sanjana.li@company.com,Marketing,Director,user,AD|AWS_IAM,2026-04-07,13,True,2023-04-21,1,2.4,0.19979612640163086,NORMAL,1,0.4806096923560878,NORMAL
USR00037,13,7,2.230769230769231,2.6923076923076925,0.3076923076923077,2,0,0,ronald.wilson,ronald.wilson@company.com,Finance,Coordinator,power-user,AD|AWS_IAM|Azure_AD|EMAIL,2026-03-26,25,True,2024-03-06,2,3.042307692307692,0.38312553908884167,NORMAL,1,0.4800582512830175,NORMAL
USR00074,9,6,2.2222222222222223,2.7777777777777777,1.1111111111111112,1,2,0,mark.he,mark.he@company.com,Security,Officer,user,SIEM|AWS_IAM,2026-04-20,0,True,2022-03-26,1,1.7222222222222223,0.006342734171480291,NORMAL,1,0.47872171287230303,NORMAL
USR00009,12,6,2.1666666666666665,3.0,1.25,1,3,1,aditya.burke,aditya.burke@company.com,Finance,Architect,power-user,SIEM|Azure_AD,2026-03-28,23,True,2024-02-27,2,3.091666666666667,0.3972137274889567,NORMAL,1,0.47827630458939546,NORMAL
USR00012,10,6,2.3,2.4,0.4,0,0,1,vikram.white,vikram.white@company.com,Operations,Director,service-account,SIEM|Azure_AD,2026-03-26,25,True,2024-12-04,5,3.255,0.44383282364933724,NORMAL,1,0.4778671260948205,NORMAL
USR00051,9,5,2.2222222222222223,3.4444444444444446,0.2222222222222222,0,0,0,meera.quinn,meera.quinn@company.com,Executive,Developer,user,VPN|ServiceNow,2026-03-21,30,True,2025-01-26,1,3.111111111111111,0.40276361988900206,NORMAL,1,0.4774577168086381,NORMAL
USR00022,13,7,2.3076923076923075,2.4615384615384617,0.15384615384615385,0,0,0,harsh.patel,harsh.patel@company.com,Legal,Specialist,user,ADMIN_SYS|Okta,2026-02-27,52,True,2025-04-22,1,3.973076923076923,0.6487885203481534,NORMAL,1,0.4749665404529073,NORMAL
USR00096,13,7,2.1538461538461537,3.0,0.46153846153846156,0,0,1,edward.thomas,edward.thomas@company.com,Operations,Officer,service-account,ServiceNow,2026-03-27,24,True,2023-04-08,5,3.330769230769231,0.4654591076609424,NORMAL,1,0.4735787804689533,NORMAL
USR00031,12,6,2.5,3.0833333333333335,0.6666666666666666,2,2,0,amitabh.taylor,amitabh.taylor@company.com,Finance,Director,power-user,Azure_AD|ServiceNow|Salesforce,2026-03-21,30,True,2024-01-24,2,3.529166666666667,0.5220863064899761,NORMAL,1,0.4725800890489864,NORMAL
USR00095,12,5,2.0833333333333335,2.6666666666666665,0.4166666666666667,2,1,0,priya.petit,priya.petit@company.com,HR,Architect,user,ADMIN_SYS,2026-03-31,20,True,2023-04-28,1,2.620833333333333,0.26282704723071676,NORMAL,1,0.47053282238786187,NORMAL
USR00023,16,6,2.5625,2.625,0.5,0,0,1,isha.jones,isha.jones@company.com,Legal,Director,power-user,SIEM|AD|EMAIL,2026-02-24,55,True,2024-03-25,2,4.446875,0.7840214067278286,NORMAL,1,0.4704422096047621,NORMAL
USR00072,5,5,2.0,2.4,0.4,0,0,0,amitabh.park,amitabh.park@company.com,Legal,Analyst,user,EMAIL,2026-03-07,44,True,2025-12-13,1,3.5300000000000002,0.5223241590214067,NORMAL,1,0.4703076586127624,NORMAL
USR00042,10,8,2.2,3.0,1.4,0,2,0,kenneth.sanchez,kenneth.sanchez@company.com,Support,Engineer,user,ServiceNow,2026-03-05,46,True,2023-12-06,1,4.03,0.6650356778797144,NORMAL,1,0.4699513437963519,NORMAL
USR00046,15,8,2.2666666666666666,3.3333333333333335,0.4,1,0,1,deepika.li,deepika.li@company.com,Support,Manager,user,PROD_DB,2026-03-03,48,True,2024-07-14,1,4.130000000000001,0.6935779816513763,NORMAL,1,0.4697361088186699,NORMAL
USR00066,14,8,2.357142857142857,2.142857142857143,1.0,1,2,1,ronald.martin,ronald.martin@company.com,Security,Specialist,user,ADMIN_SYS,2026-03-22,29,True,2025-12-10,1,3.0250000000000004,0.3781855249745158,NORMAL,1,0.46917928206595044,NORMAL
USR00069,9,4,2.111111111111111,2.5555555555555554,0.2222222222222222,1,0,0,nikhil.jang,nikhil.jang@company.com,HR,Analyst,user,ServiceNow|Okta,2026-03-21,30,True,2023-07-16,1,2.9611111111111112,0.35995016423150966,NORMAL,1,0.46915311623815126,NORMAL
USR00019,15,8,2.1333333333333333,2.933333333333333,0.7333333333333333,2,1,0,joshua.white,joshua.white@company.com,Finance,Coordinator,user,VPN|EMAIL,2026-04-18,2,True,2024-06-20,1,1.8633333333333333,0.04661909616038046,NORMAL,1,0.46892511991520364,NORMAL
USR00014,10,7,2.4,3.4,0.6,1,0,0,david.thomas,david.thomas@company.com,Support,Architect,user,ADMIN_SYS,2026-04-18,2,True,2025-06-17,1,1.92,0.06279306829765535,NORMAL,1,0.4676955337497607,NORMAL
USR00092,17,9,2.3529411764705883,2.6470588235294117,1.2352941176470589,0,3,1,charles.sullivan,charles.sullivan@company.com,IT,Executive,user,ADMIN_SYS,2026-03-23,28,True,2025-12-05,1,3.0470588235294116,0.38448162139473513,NORMAL,1,0.4671603492678148,NORMAL
USR00036,10,5,2.7,2.8,0.6,1,0,1,nicholas.harris,nicholas.harris@company.com,Marketing,Analyst,user,AD|Azure_AD,2026-03-11,40,True,2025-11-25,1,3.745,0.5836901121304789,NORMAL,1,0.4670146688222517,NORMAL
USR00047,15,7,2.3333333333333335,2.8,0.4666666666666667,1,1,0,george.clark,george.clark@company.com,Engineering,Lead,power-user,Azure_AD|ServiceNow,2026-02-24,55,True,2024-04-12,2,4.526666666666666,0.8067957866123001,NORMAL,1,0.4668919498024366,NORMAL
USR00039,17,8,1.8823529411764706,2.3529411764705883,0.29411764705882354,1,1,0,stephen.bhat,stephen.bhat@company.com,Engineering,Engineer,user,GCP|VPN,2026-03-26,25,True,2023-09-11,1,2.6176470588235294,0.2619176110811296,NORMAL,1,0.4662528671586743,NORMAL
USR00073,7,5,2.142857142857143,2.5714285714285716,1.0,0,1,1,joshua.becker,joshua.becker@company.com,Security,Engineer,user,ServiceNow|VPN,2026-03-31,20,True,2025-02-03,1,2.5285714285714285,0.23649337410805288,NORMAL,1,0.4648362873129259,NORMAL
USR00024,13,8,2.4615384615384617,2.6923076923076925,0.23076923076923078,0,1,0,nicholas.jackson,nicholas.jackson@company.com,Compliance,Lead,user,PROD_DB,2026-03-20,31,True,2023-11-01,1,3.0346153846153845,0.3809299772602523,NORMAL,1,0.46468079964253406,NORMAL
USR00049,16,8,2.5,2.8125,0.6875,1,1,2,thomas.kang,thomas.kang@company.com,Engineering,Administrator,user,EMAIL|AWS_IAM,2026-03-27,24,True,2022-08-24,1,2.9156250000000004,0.34696738022426094,NORMAL,1,0.4639472823478744,NORMAL
USR00017,12,9,2.0833333333333335,2.8333333333333335,0.8333333333333334,0,2,0,diya.schulz,diya.schulz@company.com,Executive,Manager,power-user,ADMIN_SYS|GCP|Okta,2026-03-05,46,True,2025-04-02,2,3.9958333333333336,0.6552837240910634,NORMAL,1,0.46387841821391457,NORMAL
USR00067,13,7,1.8461538461538463,3.0,0.46153846153846156,0,0,0,donald.wang,donald.wang@company.com,Marketing,Manager,user,PROD_DB|ADMIN_SYS,2026-02-25,54,True,2023-07-01,1,4.153846153846154,0.700384223320003,NORMAL,1,0.46338541365885255,NORMAL
USR00071,12,9,2.3333333333333335,3.25,0.3333333333333333,1,0,2,richard.johnson,richard.johnson@company.com,HR,Administrator,user,AD|ServiceNow,2026-03-28,23,True,2022-03-25,1,2.8625000000000003,0.33180428134556567,NORMAL,1,0.46073589485610555,NORMAL
USR00053,18,8,2.5555555555555554,2.888888888888889,0.6111111111111112,1,1,0,timothy.jo,timothy.jo@company.com,Engineering,Engineer,user,SIEM|PROD_DB,2026-04-09,11,True,2025-09-20,1,2.283333333333333,0.16649677200135898,NORMAL,1,0.4592014362720143,NORMAL
USR00070,13,8,2.230769230769231,2.8461538461538463,0.46153846153846156,0,0,1,jeffrey.chen,jeffrey.chen@company.com,IT,Administrator,power-user,Salesforce|ADMIN_SYS,2026-04-01,19,True,2024-02-02,2,2.6115384615384616,0.26017407668783804,NORMAL,1,0.4527594874379807,NORMAL
USR00045,9,8,2.0,3.4444444444444446,0.6666666666666666,1,2,0,stephen.kumar,stephen.kumar@company.com,Security,Coordinator,user,Azure_AD|Salesforce,2026-03-25,26,True,2022-09-10,1,3.0444444444444443,0.3837354173745609,NORMAL,1,0.4527020679634779,NORMAL
USR00065,8,7,2.125,2.25,0.75,1,2,0,timothy.xu,timothy.xu@company.com,Marketing,Architect,user,Salesforce|ADMIN_SYS,2026-04-14,6,True,2023-02-03,1,1.79375,0.026758409785932635,NORMAL,1,0.45214930157525646,NORMAL
USR00038,9,7,2.2222222222222223,3.0,0.5555555555555556,1,1,0,aisha.kim,aisha.kim@company.com,Compliance,Engineer,user,Azure_AD,2026-04-15,5,True,2022-07-14,1,1.9166666666666667,0.06184165817193338,NORMAL,1,0.45100735616072263,NORMAL
USR00055,13,8,2.3076923076923075,3.230769230769231,1.0,0,3,1,neha.johnson,neha.johnson@company.com,Sales,Analyst,user,GCP,2026-03-02,49,True,2025-05-20,1,4.184615384615385,0.7091664706343606,NORMAL,1,0.4507832793589577,NORMAL
USR00010,12,8,2.5,2.8333333333333335,0.8333333333333334,0,2,0,jacob.patel,jacob.patel@company.com,Marketing,Architect,user,PROD_DB|ADMIN_SYS,2026-04-19,1,True,2025-09-20,1,1.7000000000000002,0.0,NORMAL,1,0.4493703018420564,NORMAL
USR00093,18,8,2.1666666666666665,3.0555555555555554,0.4444444444444444,1,0,1,nadia.muller,nadia.muller@company.com,Sales,Director,user,PROD_DB,2026-03-05,46,True,2024-02-07,1,3.9444444444444446,0.6406161513195152,NORMAL,1,0.44849897132054634,NORMAL
USR00061,12,9,2.25,2.25,1.0833333333333333,0,1,1,sophia.hernandez,sophia.hernandez@company.com,Support,Developer,user,Okta|SIEM,2026-03-16,35,True,2023-04-13,1,3.2416666666666667,0.440027183146449,NORMAL,1,0.44511841071282326,NORMAL
USR00097,13,7,2.4615384615384617,3.6923076923076925,0.6923076923076923,0,1,0,leila.lopez,leila.lopez@company.com,IT,Executive,user,EMAIL|VPN,2026-03-08,43,True,2025-01-27,1,3.976923076923077,0.6498863012624478,NORMAL,1,0.44506726779645045,NORMAL
USR00026,14,7,2.2142857142857144,2.642857142857143,1.0,0,2,2,stephen.bhat,stephen.bhat@company.com,Finance,Director,user,ADMIN_SYS|PROD_DB,2026-03-18,33,True,2022-12-14,1,3.2142857142857144,0.4322120285423036,NORMAL,1,0.43590108876467487,NORMAL
USR00085,13,7,2.230769230769231,2.923076923076923,1.0,1,3,1,varun.rao,varun.rao@company.com,Marketing,Developer,user,Salesforce,2026-03-07,44,True,2022-07-24,1,3.9384615384615387,0.6389084921195012,NORMAL,1,0.4353899145629165,NORMAL
